label_id,text,label,entity_type,final_vote,number_agreed,number_disagreed,id
1557138776012,"In the summer of 1807 the Spanish escorted him to Louisiana, where he was released, safely back on American soil.",1,human,1,5,0,39031
1557134830856,"The Beagle, a warship carrying ten cannons, sailed in 1826 to explore the coastline of South America.",1,ship,1,6,0,39032
1557134865968,"Lieutenant Robert FitzRoy assumed command of the Beagle, continued the voyage, and returned the ship safely to England in 1830.",1,ship,1,6,0,39033
1557135001602,"With its eager passenger aboard, the Beagle left England on December 27, 1831. The ship reached the Canary Islands in early January, and continued onward to South America, which was reached by the end of February 1832.",1,ship,1,6,0,39034
1557135062050,In the summer of 1833 Darwin went inland with gauchos in Argentina.,1,human,1,5,1,39035
1557135207419,"The Beagle left the Galapagos and arrived at Tahiti in November 1835, and then sailed onward to reach New Zealand in late December.",1,ship,1,4,0,39036
1557135237567,"In January 1836 the Beagle arrived in Australia, where Darwin was favorably impressed by the young city of Sydney.",1,ship,1,5,1,39037
1557135262791,"After exploring coral reefs, the Beagle continued on its way, reaching the Cape of Good Hope at the southern tip of Africa at the end of May 1836.",1,ship,1,5,0,39038
1557135292887,"Sailing back into the Atlantic Ocean, the Beagle, in July, reached St. Helena, the remote island where Napoleon Bonaparte had died in exile following his defeat at Waterloo.",1,ship,1,3,0,39039
1557135318621,"The Beagle also reached a British outpost on Ascension Island in the South Atlantic, where Darwin received some very welcome letters from his sister in England.",1,ship,1,4,1,39040
1557135339138,"The Beagle then sailed back to the coast of South America before returning to England, arriving at Falmouth on October 2, 1836.",1,ship,1,5,0,39041
1557216039787,"Using these generous funds, Magellan set sail going west toward the Spice Islands in September 1519 with five ships (the Conception, the San Antonio, the Santiago, the Trinidad, and the Victoria) and 270 men.",1,ship,1,12,2,39042
1557216100266,"After months of sailing across the Atlantic Ocean, the fleet anchored at what is today Rio de Janeiro to restock its supplies on December 13, 1519.",1,ship,1,7,2,39043
1557216125452,"From there, they moved down the coast of South America looking for a way into the Pacific.",1,ship,1,8,3,39044
1557216155593,"As they sailed farther south however, the weather got worse, so the crew anchored in Patagonia (southern South America) to wait out the winter.",1,ship,1,7,3,39045
1557216408929,"Nevertheless, in the end of November, the remaining three ships exited what Magellan named the Strait of All Saints and sailed into the Pacific Ocean.",1,ship,1,8,2,39046
1557216619631,"  The Trinidad was seized by the Portuguese on its return journey, but on September 6, 1522 the Victoria and only 18 surviving crew members returned to Spain, completing the first circumnavigation of the Earth",1,ship,1,7,2,39047
1557216594503,"To ensure that one ship would make it back to Spain, the Trinidad headed east while the Victoria continued west.",1,ship,1,8,2,39048
1557211024722,"Ordered to Japan, Pueblo arrived at Yokosuka under the command of Commander Lloyd M. Bucher.",1,ship,1,4,2,39049
1557211049832,"On January 5, 1968, Bucher shifted his vessel south to Sasebo.",1,ship,1,5,0,39050
1557211160047,"Departing the area, Bucher sailed south toward Wonsan.",1,ship,1,4,1,39051
1557211675845,"Held at Wonsan until 1999, it was ultimately moved to Pyongyang. ",1,ship,1,5,0,39052
1557593579326,"Sailing on May 1 as scheduled, Lusitania departed Pier 54 and began its return voyage.",1,ship,1,4,1,39053
1557593709811,"Encountering fog, Turner slowed to 18 knots as the liner steered for Queenstown (Cosh), Ireland.",1,ship,1,4,1,39054
1557593770195,"Immediately sending an SOS, Turner tried steering the ship towards the coast with the goal of beaching it, but the steering failed to respond.",1,ship,1,4,1,39055
1557218934913,"In 1735, one expedition sailed to Ecuador in South America, and another expedition traveled to Northern Sweden.",1,ship,1,6,0,39056
1557130860478,ace conference.,1,ship,1,7,0,39057
1557130024650,"Completing this voyage in February, the battleship received orders to join the Pacific Fleet as flagship five months later.   Transiting the Panama Canal, New Mexico reached San Pedro, CA on August 9",1,ship,1,6,0,39058
1557130069870,A highlight of this period was a long-distance training cruise to New Zealand and Australia in 1925.,1,ship,1,6,1,39059
1557130890620,"Completed in January 1933, New Mexico departed Philadelphia and returned to the Pacific Fleet.",1,ship,1,6,0,39060
1557130146113,"That May, New Mexico received orders to transfer to the Atlantic for service with the Neutrality Patrol.",1,ship,1,5,2,39061
1557130191501,"Departing that summer, New Mexico passed through the Panama Canal and stopped at San Francisco en route to Hawaii.",1,ship,1,5,1,39062
1557130216696,"In December, the battleship escorted transports to Fiji before shifting to patrol duty in the southwest Pacific.",1,ship,1,4,2,39063
1557130261889,"Returning to Pearl Harbor in March 1943, New Mexico trained in preparation for the campaign in the Aleutian Islands.",1,ship,1,4,2,39064
1557130292053,"Steaming north in May, New Mexico arrived at Adak on the 17th.",1,ship,1,5,1,39065
1557130367244,"With the successful conclusion of the campaign, New Mexico underwent a refit at Puget Sound Navy Yard prior to returning to Pearl Harbor. ",1,ship,1,4,2,39066
1557130387438,"Reaching Hawaii in October, it began training for the landings in the Gilbert Islands.",1,ship,1,4,2,39067
1557130579977,"Rearming at Majuro, New Mexico then steamed north to strike Wotje before turning south to attack Kavieng, New Ireland.",1,ship,1,4,1,39068
1557130610131,"Proceeding on to Sydney, it made a port call prior to commencing training in the Solomon Islands.",1,ship,1,4,2,39069
1557130665270,"Returning to Puget Sound, it underwent an overhaul from August to October.",1,ship,1,4,2,39070
1557131090797,"Joining the occupation force off Okinawa, New Mexico steamed north and arrived in Tokyo Bay on August 28.",1,ship,1,5,1,39071
1557131130927,"Ordered back to the United States, New Mexico ultimately arrived at Boston on October 17.",1,ship,1,5,1,39072
1557224021466,"About 1:00pm, I decided to head off towards the Central Coast.",1,human,1,5,0,39073
1557224052015,Traffic was not helping but within an hour I was on the F3 freeway heading north towards Gosford.,1,automobile,1,4,1,39074
1557224092111,"Once I crossed the Hawkesbury River, it was obvious that I was approaching the cell fast and theerefore it was also heading towards me rapidly.",1,automobile,1,4,1,39075
1557224122715,"Quickly getting myself back onto the freeway, I headed for Gosford where the last few isolated stones were falling.",1,automobile,1,4,0,39076
1557224158072,Back onto the freeway and again heading north to get a good vantage point for viewing this storm.,1,automobile,1,5,0,39077
1557224283263,Heading to the Anna Bay area by 6pm provided some opportunity to observe the crisp cells off the coast.,1,automobile,1,5,0,39078
1557138082370,Redfern's Giant Nepenthes expedition takes you to the tropical islands of Borneo and Palawan to see the largest and most spectacular carnivorous plants on the planet.,1,human,1,5,1,39079
1557133506484,"On 29 August 2012, 19 sub-Saharan immigrants traversed the short expanse of water between Morocco and the Isla de Tierra.",1,human,1,5,0,39080
1557586014808,"The Arctic tern is the longest flying bird, covering the immense distance from the Atlantic Sea to western Europe and along Africa’s west coast to the Antarctic waters.",1,tern,1,5,0,39081
1557586029887,"When reaching the coasts of Greenland, the Arctic terns start building their nests directly on the sandy beaches or in close vegetation near the lakes.",1,tern,1,4,1,39082
1557586205651,"Bored of the long holiday and nothing to do at home , I decided to pack my hiking backpack and went up the Titiwangsa Ridge to do a hike up Mt. Brinchang in Cameron Highlands",1,human,1,4,1,39083
1557586250740,"The trail started from the small town of Brinchang, at about 1500m up towards the peak of Mt. Brinchang at 2031m through jungle trail, and down again through paved road that winds down the mountain, passing along vegetable farms and tea plantation.",1,human,1,4,1,39084
1551771992601,"Similarly, birds in the eastern population migrated with few stops from Madoi County south to wintering areas in Myanmar.",0,duck,0,0,1,39566
1551772118136,"While flying at the edge of their range, individual geese generally followed separate routes, but they funneled together into a relatively narrow corridor while traveling through the eastern Qinghai-Tibetan Plateau.",0,goose,0,2,2,39576
